question_number,unit_number,chapter_number,grammar_ref,question,choice_a,choice_b,choice_c,choice_d,answer
465,4(1),29,N4-29,入学式は毎年４月に＿＿＿＿＿。,行ます,行わます,行われます,行わられます,C
466,4(1),29,N4-29,日本酒は米から＿＿＿＿＿。,行われます,料理されます,作られます,飲まれます,C
Kai 467,4(1),29,N4-29,この絵はゴッホによって＿＿＿＿＿。,描（か）きました,描いています,描けます,描かれました,D
Kai 468,4(1),29,N4-29,この音楽プレーヤーはソニー＿＿＿＿＿作られました,という,こと,によって,だけど,C
Kai 469,4(1),29,N4-29,東京ゲームショウはいつ、どこで＿＿＿＿＿。,開きますか,開かれますか,開いていますか,開けますか,B
Kai 470,4(1),29,N4-29,この駅の工事は3月に終わると＿＿＿＿＿＿。,言います,言っています,言われています,言ったことがあります,C
Kai 471,4(1),29,N4-29,この工場は去年＿＿＿＿＿。,建てます,建てれました,建てられました,建てられていました,C
Kai 472,4(1),29,N4-29,日本からいろいろな国に車が輸出（ゆしゅつ）＿＿＿＿＿。,します,しされています,されています,られています,C
Kai 473,4(1),29,N4-29,このお寺は東京でいちばん古いと＿＿＿＿＿＿います。,言あれて,言って,言えて,言われて,D
Kai 474,4(1),29,N4-29,電話はベルという人＿＿＿＿発明（はつめい）されました。,をよって,がよって,によって,なよって,C
Kai 475,4(1),29,N4-29,このルールは会社＿＿＿＿決められました。,による,によります,によって,によられて,C
Kai 476,4(1),29,N4-29,これは社長によって＿＿＿＿＿。,決めました,決めたことがあります,決めれました,決められました,D
477,4(1),29,N4-29,この工場は１９８０年に＿＿＿ました。,建てられ,建てて,建てれ,建ち,A
478,4(1),29,N4-29,日本から色々な国へ車が＿＿＿＿います。,輸出して,輸出されて,買って,買,B
479,4(1),29,N4-29,この音楽はAIによって＿＿＿＿＿。,作りました,作っていました,作られました,作れました,C
480,4(1),29,N4-29,来月スピーチ大会を＿＿＿ます。,開き,開いて,開かれ,開けば,A
481,4(1),29,N4-29,大きい試合の前にはいつも国歌が＿＿＿＿ます。,歌われ,歌い,歌って,歌え,A
482,4(1),29,N4-29,この絵はいつ＿＿＿＿ましたか。,描かれ,描きれ,描くれ,描けれ,A
483,4(1),29,N4-29,『こころ』は夏目漱石_______書かれました。,が,は,を,によって,D
484,4(1),29,N4-29,電話は１８７６年にベル_______発明しました。,が,を,で,によって,A
485,4(1),29,N4-29,ホームからおちた男性は駅員＿＿＿＿助けられました。,によって,によると,で,が,A
486,4(2),30,N4-30,あ、財布が_______よ。誰のかな。,落ちます,落ちません,落ちています,落ちてもいいです,C
487,4(2),30,N4-30,映画館の前に人がたくさん________ね。,並びます,並んでいます,並っています,並いでいます,B
488,4(2),30,N4-30,あそこにタクシーが_______から、あのタクシーに乗りましょう。,待ちます,待つ,待っています,待くています,C
489,4(2),30,N4-30,佐藤さんの部屋の電気が________よ,開いています,ついています,置いています,つけています,B
490,4(2),30,N4-30,窓が _________。,割れています,割っています,割んでいます,割くています,A
491,4(2),30,N4-30,カーテンが _________。,破れています,書いています,作っています,つけています,A
492,4(2),30,N4-30,床が _________。,濡れています,水です,待っています,書いています,A
493,4(2),30,N4-30,ドアが _______。,壊んでいます,壊れています,壊しています,壊てています,B
494,4(2),30,N4-30,木が ________。,折れています,折ってています,折りています,折ったいます,A
495,4(2),31,N4-31,"A:犬の____がしますね。
B:ああ、隣の家に犬がいますから。",音,声,におい,味,B
496,4(2),31,N4-31,"A:ここは変な_____がしますね
B:ああ、これは温泉のにおいですよ。",音,声,におい,味,C
497,4(2),31,N4-31,"A:あ、佐藤さんの＿＿＿がするよ。
B:そうだね。誰と話しているのかな。",味,におい,音,声,D
498,4(2),31,N4-31,"A:ただいま。ああ、いい＿＿＿がするね。
B:うん。今夜はカレーライスだよ。",におい,声,味,音,A
499,4(2),31,N4-31,"A:このアイスクリーム、お酒の＿＿＿がしますね。
B:ええ、よく分かりましたね。日本酒入っているんですよ。",声,味,におい,音,B
500,4(2),31,N4-31,"A:ねえ。隣の部屋から電話の＿＿＿がするよ。
B:え？隣には誰も住んでいないのに、変だね。",におい,声,音,味,C
Kai 501,4(2),26,N4-26,"A：昨日、新しい日本語アプリを使ってみたよ。
B：へえ、＿＿＿、どうだった？",これ,それ,あれ,その,B
Kai 502,4(2),26,N4-26,"A：田中さんが紹介してくれたカフェ、行った？
B：うん、＿＿＿カフェ、すごく静かだったよ。",その,あれ,これ,あの,A
Kai 503,4(2),26,N4-26,"A：前に一緒に見たアニメ、覚えてる？
B：ああ、＿＿＿ね。面白かったよね。",それ,その,あの,あれ,D
504,4(2),31,N4-31,楽器の____がする,味,におい,音,声,C
506,4(2),31,N4-31,＿＿＿＿音がする,変に,変な,変だ,変の,B
508,4(2),31,N4-31,＿＿＿＿がしない,音,声,におい,味,D
512,4(2),32,N4-32,ちょうど今、子供が_____ところですから、静かにしてください。,寝る,寝ている,寝そう,寝た,D
513,4(2),32,N4-32,"A:上田さん、コビー機、使っていいですか？
B:ええ、どうぞ。ちょうど＿＿＿ところです",終わった,終わる,終わっている,終わって,A
514,4(2),32,N4-32,"A:レポートできましたか。
B:今＿＿＿＿ところです。あと半分くらいです。",書く,書いている,書いた,書こう,B
515,4(2),32,N4-32,"A：今どこ？
B：駅。電車を＿＿＿＿ところ。今から行くね。",待つ,待った,待っている,待とう,C
516,4(2),32,N4-32,"A：もしもし、大山さん、今どこですか。
B：これから会社を＿＿＿＿ところです。",出た,出ている,出よう,出る,D
Kai 517,4(2),32,N4-32,今からちょうど宿題を_______です。,したところ,しているところ,するところ,していたところ,C
Kai 518,4(2),32,N4-32,授業が終わって、今から教室を_______です。,出るところ,出ているところ,出たところ,出ていたところ,A
Kai 519,4(2),32,N4-32,母は今、夕飯を________だから、あとで話そう。,作るところ,作っているところ,作ったところ,作っていたところ,B
520,4(2),33,N4-33,"A: このチョコレート、_________でしょう？
B:はい、本当に美味しかったです。",おいしくて,おいしかった,おいしくない,おいしくなかった,B
521,4(2),33,N4-33,"A:学校が休みの日は______でしょう？
B:そうですね。少し時間があります。",忙しい,暇,休み,勉強する,B
522,4(2),33,N4-33,"A: 今年の夏は＿＿＿＿？
B:ええ、本当に大変でした。",面白かったでしょう,暑かったでしょう,暇だったでしょう,熱かったでしょう,B
523,4(2),33,N4-33,"A:今、『海の音』というゲームをしているんです。
B:＿＿＿＿でしょう？私、あのゲーム、大好きなんです。",おもしろい,おもしろかった,おもしろそう,おもしろいです,A
524,4(2),33,N4-33,"A:先週、富士山に登りました。
B:そうですか。＿＿＿＿でしょう？",つかれる,つかれた,つかれ,つかれそう,B
525,4(2),33,N4-33,"A:お母さん、僕、１００点だったよ。＿＿＿＿でしょう？
B:え、本当？すごいわね。",すごい,うそ,本当,取った,A
526,4(2),33,N4-33,"A:この鞄、＿＿＿＿でしょう？
B:わあ、いいなあ。私も欲しい。",いい,高い,安い,買う,A
527,4(2),33,N4-33,"A:この汚れはクリーニングに出しても＿＿＿＿＿？
B:そうね。取れないよね。",きれいだろう,安いだろう,いいだろう,取れないだろう,D
528,4(2),33,N4-33,"A:その鞄、＿＿＿＿＿？
B:ううん。そんなに高くなかったよ。",高かっただろう,安かっただろう,いいだろう,デパートで買っただろう,A
529,5(1),34,N4-34,"A:部長、この歌、若い人に_______らしいですよ。
B:ああ。最近、よく聞くね。",有名,聞く,人気がある,歌う,C
530,5(1),34,N4-34,"A:あのケーキ屋、＿＿＿＿らしいね。
B:そうね。この間、テレビで見たよ。",有名です,有名な,有名,有名で,C
531,5(1),34,N4-34,"A:鈴木さんに聞いたんですが。山登り、＿＿＿＿＿＿らしいですね。
B:ええ、天気が悪くて、本当に大変でした。",大変,大変な,大変で,大変だった,D
532,5(1),34,N4-34,"A:あの二人は＿＿＿＿＿＿。この間、手を繋いで歩いていたよ。
B:え？本当？ぜんぜん知らなかった。",付き合います,付き合ってはいけません,付き会っているらしいよ,付き合ってもらえますか,C
533,5(1),34,N4-34,昨日聞いたんですが、週末から東京も＿＿＿＿らしいですよ。,雨,雨だ,雨が,雨に,A
534,5(1),34,N4-34,"A:高橋さんの新しい車、すごく＿＿＿らしいですよ。
B:へえ、そうですか。",高い,高そう,高いでしょう,高くて,A
535,5(1),34,N4-34,"A:山田さん、最近＿＿＿＿らしいですね。
B:ええ、今日もまだ仕事をしていますよ。",忙しかった,忙しくない,忙しい,忙しそう,C
536,5(1),34,N4-34,石田さん、大学に＿＿＿らしいですよ。,行く,歩く,勉強する,仕事する,A
537,5(1),34,N4-34,"A:今朝、駅の前で事故が＿＿＿らしいですね。
B:ええ。私、見ましたよ。",した,見た,あった,いた,C
538,5(1),35,N4-35,"A:さっき、鈴木さんから電話があって、今日は＿＿＿＿といっていました。
B:そうですか。連絡ありがとうございます。",休む,休んだ,休んで,休みます,A
539,5(1),35,N4-35,天気予報では今日は＿＿＿＿＿と言ってたのに、寒いですね。,暖かくなる,暖かくなります,暖かくします,暖かくする,A
540,5(1),35,N4-35,"A : イーさんは昨日、国へ帰りました。
B : あ。そうなんですか。
A : 先生によろしく＿＿＿＿＿。",と言っていましたよ,と言っていましたね,だと言っていました,だと言っていましたね,A
541,5(1),35,N4-35,部長はアメリカへ出張すると＿＿＿＿＿＿。,だろう,らしいです,でしょう,言っていました,D
542,5(1),35,N4-35,佐藤さんは駅前のレストランは＿＿＿＿＿＿＿と言っていました。,おいしい,おいしいだ,おいしいです,おいしくて,A
543,5(1),35,N4-35,朝のテレビで午後は__________と言っていました。,いい晴れになる,いい天気をする,いい天気になる,いい天気にする,C
544,5(1),36,N4-36,私は友達に新幹線のチケットの予約のし方を___________。,教えていてもらいました,教えてもらってください,教えてもいいですか,教えてもらいました,D
545,5(1),36,N4-36,風邪を引いた時、友達＿＿ご飯を作ってもらった。,が,を,に,で,C
546,5(1),36,N4-36,林さんに＿＿＿＿＿＿ので、仕事が早く終わりました。,手伝ってあげる,手伝ってあげた,手伝ってもらう,手伝ってもらった,D
547,5(1),36,N4-36,同僚（どうりょう）が傘を二本持っていたので、、同僚（どうりょう）に傘を＿＿＿＿＿＿。,貸してあげました,貸してもらいました,貸しています,貸してもいいですか,B
548,5(1),36,N4-36,日本の着物の着方を＿＿＿＿もらいたいです。,教える,教えます,教えて,教えた,C
549,5(1),36,N4-36,内田さん＿＿すてきな歌を歌ってもらいましょう。,が,は,に,を,C
550,5(1),36,N4-36,いつも母に美味しい料理を作って＿＿＿＿＿。母の料理はとてもおいしいです。,あげます,もらいます,います,ください,B
551,5(1),36,N4-36,友達が病気になったら、何をして________。,あげますか,もらいますか,いますか,ください,A
552,5(1),36,N4-36,手に怪我をした時、友達に鞄を持って________ました。,もらい,あげ,くれ,い,A
553,5(1),36,N4-36,日本人の友達が私の国へ来たら、私が案内して_______ます。,あげ,もらい,くれ,い,A
554,5(1),36,N4-36,乗る電車が分からなかったので、駅員に教えて＿＿＿＿＿＿＿。,あげました,もらいました,いました,ください,B
555,5(1),36,N4-36,"A:この荷物、ちょっと片付けて＿＿＿＿＿。
B:あ、すみません。すぐ片付けます。",あげますか,もらえませんか,もらいませんか,あげれませんか,B
556,5(1),36,N4-36,"A:すみませんが、ちょっと手伝って＿＿＿＿＿＿。
B:ええ、いいですよ。",もらえませんか,もらいませんか,もらいますか,もらう,A
557,5(1),36,N4-36,"A：ごめん、これ、貸して________？
B: うん、いいよ。",もらう,もらえる,もられる,もれる,B
558,5(1),36,N4-36,誕生日に友達＿＿＿プレゼントをもらいました。プレゼントをもらえて、嬉しかったです。,で,が,を,から,D
559,5(1),36,N4-36,父からパソコンを買うお金を＿＿＿＿。,あげた,もらった,くれた,あります,B
560,5(1),36,N4-36,"A:大木さん、そのゲーム__________。
B:ええ、誕生日に。。。前から欲しかったゲームなんです。",あげたんですか,もらったんですか,あげたですか,もらったですか,B
561,5(1),36,N4-36,"A:これ、_______。
B:ありがとう。美味しそうなお菓子ね。",もらうよ,あげるよ,くれるよ,おいしい,B
562,5(1),36,N4-36,"A:素敵な鞄ですね。
B:ありがとうがざいます。母に_______んです。",もらった,あげた,くれた,ある,A
563,5(1),36,N4-36,"A:お母さんの誕生日、何を________んですか。
B:ケーキです。母は甘い物のが好きなので。。",もらった,あげた,くれた,ある,B
564,5(1),37,N4-37,留学生はこれから____そうです。,増え,増える,増えな,増えり,A
565,5(1),37,N4-37,今日は天気が悪いから、道が_____そうだ。,混む,混み,混んで,混ま,B
566,5(1),37,N4-37,これから私達の生活はもっと便利に_____そうです。,なります,なりな,なり,なって,C
567,5(1),37,N4-37,あのレストランはお客が＿＿そうですね。,ふえます,ふえり,ふえる,ふえ,D
568,5(1),37,N4-37,近くに駅ができたので、この町は＿＿＿そうですね。,賑やかになり,賑やかにし,賑やかにな,賑やかになりな,A
569,5(1),37,N4-37,聞きましたか。パソコンの修理に時間が＿＿＿そうです。,かかる,かかり,かかって,かかりな,B
570,5(1),37,N4-37,今度の試合はブラジルが＿＿＿そうだ。,かつ,かって,かち,かちり,C
571,5(1),37,N4-37,ごめん。仕事がたくさんあるので、今日は帰りが＿＿＿そう。,遅くなり,遅くなる,遅くなって,遅くなります,D
572,5(1),38,N4-38,この薬を飲めば治ります。でも、＿＿＿＿＿＿＿治りませんよ。,飲まなければ,飲みなければ,飲まければ,飲まれば,A
573,5(1),38,N4-38,このサービス券を持っていけば、１００円＿＿＿＿＿＿＿。,安くければ,安くなります,安くなられば,安ければ,B
574,5(1),38,N4-38,大阪へ行く機会が＿＿＿＿＿、大阪城を見に行きたいです。,あればば,あられば,あれば,あらなければ,C
575,5(1),38,N4-38,部屋がきれいで、交通の便が＿＿＿＿＿、大学の寮に住みたいです。,よけば,いいであれば,便利なら,いいなら,D
576,5(1),38,N4-38,＿＿＿＿、上手になります。,練習すれば,練習しれば,練習すればば,練習したれば,A
577,5(1),38,N4-38,辞書を＿＿＿＿＿、日本語の新聞が読めます。,使いれば,使えば,使うれば,使いければ,B
578,5(1),38,N4-38,＿＿＿＿、手伝いますよ。,忙しれば,忙しくれば,忙しければ,忙しければば,C
579,5(1),38,N4-38,今すぐ家を＿＿＿次の電車に間に合います。,出るれば,出ればば,出られば,出れば,D
580,5(1),38,N4-38,明日天気が_____泳ぎに行きます。,よければ,いいければ,よくれば,いいれば,A
581,5(1),38,N4-38,＿＿＿＿入場料を払わなくてもいいです。,３歳以下れば,３歳以下なら,３歳以下ければ,３歳以下にれば,B
582,5(1),38,N4-38,質問の意味が＿＿＿＿、答えられません。,わかなければ,わかれば,わからなければ,わからなれば,C
583,5(1),39,N4-39,電車の中に傘を_____しまいました。,忘れ,忘れた,忘れる,忘れて,D
584,5(1),39,N4-39,友達と喧嘩を_______しまったんです。,して,し,した,する,A
585,5(1),39,N4-39,あーあ、バスが______しまった。,行った,行って,行き,行く,B
586,5(1),39,N4-39,新しいデジカメなのに＿＿＿＿しまいました。,壊れて,遅れて,迷って,忘れて,A
587,5(1),39,N4-39,田中さんに借りた本を＿＿＿＿しまいました。,壊れて,なくして,迷って,忘れて,B
588,5(1),39,N4-39,3時に友達と会う約束をしましたが、少し＿＿＿＿しまいました。,なくして,遅れて,迷って,忘れて,B
589,5(1),39,N4-39,地図を持って行きましたが、道に＿＿＿＿＿しまいました。,壊れて,遅れて,迷って,忘れて,C
590,5(1),39,N4-39,クラスの先生の名前を＿＿＿＿しまいました,壊れて,遅れて,迷って,忘れて,D
591,5(1),40,N4-40,"A: 印鑑、どこにある？
B: 引き出しに＿＿＿＿あるよ。",しまって,しまった,しまう,しまわない,A
592,5(1),40,N4-40,駅前のラーメン屋の壁には、有名人のサインがたくさん＿＿＿＿ある。,貼る,貼って,貼った,貼らなくて,B
593,5(1),40,N4-40,ここに＿＿＿＿あるパンフレット、もらってもいいですか。,置く,置いた,置いて,置ける,C
594,5(1),40,N4-40,"A: この店、何という名前ですか。
B:ここに、店の名前が＿＿＿＿＿ありますよ。「ささのき」です。",書く,書いた,書いていない,書いて,D
595,5(1),40,N4-40,今日の午後、パーテイーをするので、準備をしました。色々な料理が_______あります。,作って,作った,作る,作らなくて,A
596,5(1),40,N4-40,テーブルの上に花が_________あります。,飾る,飾って,飾った,飾れる,B
597,5(1),40,N4-40,壁に紙が_________あります。,貼る,貼った,貼って,貼らない,C
598,5(1),40,N4-40,お皿とコーヒーカップが________あります。,並ぶ,並んでいる,並んだ,並べて,D
599,5(1),40,N4-40,冷蔵庫にケーキが________あります。,入れて,入れた,入る,入れない,A
600,5(1),41,N4-41,明日はよく晴れて、_____でしょう。,暖かい,暖かく,暖かかった,暖かくて,A
601,5(1),41,N4-41,あのホテルは遠いですから、歩いて２０分では______でしょう。,行ける,行けない,行った,行こう,B
602,5(1),41,N4-41,鈴木さんは頭が良くて、真面目だから、明日の試験もいい点を____でしょう。,取れる,取って,取ります,取った,A
603,5(1),41,N4-41,今晩、雪が＿＿＿でしょう,降ら,降り,降って,降る,D
604,5(1),41,N4-41,"A:　アンケートの結果は明日までにわかりますか。
B:　まだ、データがたくさん残っていますから、＿＿＿＿でしょう。２、３日待ってください。",無理,暇,簡単,大丈夫,A
605,5(1),41,N4-41,"A: お客さん、遅いですね。
B: さっき、駅から電話がありましたから、もうすぐ＿＿＿＿でしょう。",来ない,来る,来て,来た,B
606,5(1),41,N4-41,あのホテルのレストランはいつもお客がたくさんいますから、きっと＿＿＿＿でしょう。,安い,有名な,美味しい,悪い,C
607,5(1),41,N4-41,"A:明日試験がありますか。
B: 今日、試験がありましたから、明日は＿＿＿＿でしょう。",ある,あった,なかった,ない,D
608,5(2),42,N4-42,旅行に行く前に、ホテルを_____おきます。,予約して,予定して,計算して,電話して,A
609,5(2),42,N4-42,パーテイーの前に、料理を______おきます。,作る,作って,作った,作らない,B
610,5(2),42,N4-42,山に登る前に、天気よほうを______おいた方がいいですよ,聞く,聞いた,聞いて,聞かなかった,C
611,5(2),42,N4-42,パーテイーが終わったら、テーブルの上を________ておいてください。,きれいに,きれいにした,きれいになる,きれいにし,D
612,5(2),42,N4-42,友達が来る前に、部屋を＿＿＿おきます。,掃除して,掃除する,掃除した,掃除しない,A
613,5(2),42,N4-42,旅行の前に、ガイドブックを＿＿＿おきます。,読む,読んで,読んだ,読まない,B
614,5(2),42,N4-42,引っ越す前に電気や水道の会社にちゃんと＿＿＿おいてくださいね。,連絡する,連絡した,連絡して,連絡しない,C
615,5(2),42,N4-42,留学する前に、その国の言葉や習慣を＿＿＿＿おいた方がいいですよ。,勉強する,勉強した,勉強,勉強して,D
616,5(2),42,N4-42,試験の前に、学校で習った事をよく＿＿＿＿おいてください。,復習して,復習する,復習した,復習しない,A
617,5(2),43,N4-43,"A:明日は運動会だね。
B:そうだね。雨が＿＿＿＿＿といいね。",降らない,降る,降らなくて,降らなければ,A
618,5(2),43,N4-43,"A:今日は大学のパーティーがあるんです。
B:そうですか。日本人とたくさん＿＿＿＿＿といいですね。",話す,話せる,話した,話さない,B
619,5(2),43,N4-43,"A:来週のテスト、＿＿＿＿＿といいなあ。
B:そんなこと言わないで、勉強した方がいいよ。",簡単,簡単な,簡単だ,簡単に,C
620,5(2),43,N4-43,お母さんの病気、早く＿＿＿＿＿といいですね。,よくなる,よくならない,よくなりたい,よくしたい,A
621,5(2),43,N4-43,"A:今、仕事を探しているんです。
B:そうですか。早く＿＿＿＿＿といいですね。",みつけ,みつかる,みつけた,みつけない,B
622,5(2),43,N4-43,"A:明日ハイキングに行くんです。
B:そうですか。天気が＿＿＿＿といいですね。",よく,わるい,いい,よくて,C
624,5(2),43,N4-43,"A:今年も大学からしょうがく金が＿＿＿＿＿といいなあ。
B:頑張ってね。",もらう,もらって,もらった,もらえる,D
625,5(2),43,N4-43,"A:今度の試合＿＿＿＿＿＿といいなあ。
B:頑張ってね。",勝てる,勝たない,勝った,勝ちたい,A
626,5(2),43,N4-43,"A:人間が空を______いいなあ。
B:そうだね。",飛ぶなら,飛べたら,飛んで,飛べば,B
627,5(2),43,N4-43,"A:早く今の仕事が_______いいね。
B:うん。ちょっと大変な仕事だからね。",終わる,終わって,終われば,終わるの,C
628,5(2),44,N4-44,今晩、雨が＿＿＿＿＿＿かもしれませんね。,降り,降って,降った,降る,D
629,5(2),44,N4-44,来週は忙しいから、パーティーに＿＿＿＿＿＿かもしれません。,行けない,行く,行かない,行ける,A
630,5(2),44,N4-44,あの二人は似ているから、＿＿＿＿＿かもしれません。,兄弟だ,兄弟,兄弟な,兄弟の,B
631,5(2),44,N4-44,来週バス旅行に行きます。気分が＿＿＿＿かもしれないから、薬を持って行きます。,悪い,悪く,悪くなる,悪かった,C
632,5(2),44,N4-44,今日のテストは簡単だったから＿＿＿かもしれません。,100点だ,100点な,100点に,100点,D
633,5(2),44,N4-44,"A:あ！財布がない！
B:どこかに＿＿＿＿＿かもしれないよ。よく探してみて。",ある,あった,あっている,あって,A
634,5(2),44,N4-44,"A:今日、佐藤さん、いないんですか。
B:ええ。＿＿＿＿＿かもしれませんね。",病気だ,病気,病気な,病気の,B
635,5(2),44,N4-44,"A:部長、まだきませんね。
B:ええ、会議の時間を＿＿＿＿かもしれないので、電話してみます。",忘れ,忘れる,忘れた,忘れていた,C
636,5(2),45,N4-45,来月ニューヨークへ_____ことになりました。,転勤した,転勤している,転勤の,転勤する,D
637,5(2),45,N4-45,私の会社ベトナムに新しい工場を______ことになった。,作る,作って,作った,作れる,A
638,5(2),45,N4-45,今年の会社の旅行は箱根へ＿＿＿＿ことになりました。,行った,行く,行けて,行かない,B
639,5(2),45,N4-45,大木さんは来月オーストラリアに＿＿＿＿ことになりました。,留学した,留学する,留学して,留学したかった,B
640,5(2),45,N4-45,この公園の中に図書館を＿＿＿＿ことになった。,作って,作った,作る,作れる,C
641,5(2),45,N4-45,この大学は、今年から英語で試験が＿＿＿＿＿ことになりました。,受ける,受けた,受けない,受けられる,D
642,5(2),45,N4-45,部長が病気で休みなので今日は会議を＿＿＿＿ことになりました。,しない,する,した,して,A
643,6(1),46,N4-46,"A:今日どうして________？
B:うん、ちょっと頭が痛かったんだ",来なかったの,来ない,来ていない,来る,A
644,6(1),46,N4-46,"A:これ、美味しくなかった？
B:そうじゃなくて、今、__________。",お腹いっぱいなの,お腹空いていないの,お腹空いた,食べたい,B
645,6(1),46,N4-46,"A:佐藤さんは________。
B:え？そうなんだ。",大学生だ,大学生な,大学生なの,大学生の,C
646,6(1),47,N4-47,"A:教室の電気がついていますよ。
B:＿＿＿＿＿ようですね。",誰かいる,誰かいない,誰もいる,誰が,A
647,6(1),47,N4-47,"A:外は雨が降っているようですね。
B:そうですね。かなり酷い＿＿＿＿＿ようですよ。",雨の,雨な,雨だ,雨,A
648,6(1),47,N4-47,この薬を飲んで、体の調子が少し＿＿＿＿＿＿ようです。,良い,良くなった,良くない,良く,B
649,6(1),47,N4-47,"A:この肉、ちょっと＿＿＿＿＿ようだけど食べても大丈夫かな。
B:ちゃんと焼けば食べられると思うよ。",古くて,古いな,古い,古かった,C
650,6(1),47,N4-47,"A:佐藤さんがいないんですが。。。
B:鞄がありませんね。もううちへ＿＿＿＿ようです。",帰る,帰っている,帰ったの,帰った,D
651,6(1),47,N4-47,熱があって、頭が痛いんです。どうも風邪を＿＿＿＿ようです。,引いた,引く,引いて,引かない,A
652,6(1),47,N4-47,"A:たくやくんの声がしますね。
B:ええ。外で元気に＿＿＿ようです。",遊ぶ,遊んでいる,遊んだ,遊ばない,B
653,6(1),47,N4-47,"A:山田さんは野菜を全然食べていませんでしたね。
B:野菜が＿＿＿＿ようですね。",嫌い,嫌いだ,嫌いな,嫌いの,C
654,6(1),47,N4-47,"A:田中さん、田中さん。部屋にいないのかな？
B:ええ。＿＿＿＿＿ようですね。",留守,留守な,留守だ,留守の,D
655,6(1),48,N4-48,"A：山川さん、まだ来ないね。
B：うん。今日は_____んじゃない？",来ない,来て,来た,来させる,A
656,6(1),48,N4-48,"A：あのレストランで食事しようか。
B：でも、電気が付いていないから、______んじゃない？",休みの,休みなん,休みだ,休んで,B
657,6(1),48,N4-48,あまりお酒を飲まない_________んじゃないですか？,ほうは,ほうがいいの,ほうがいい,ほうがよく,C
658,6(1),48,N4-48,"A：これも１００円かな？
B：うん。この店はどれも＿＿＿んじゃない？",１００円,１００円だ,１００円の,１００円な,D
659,6(1),48,N4-48,"A：このネクタイどうかな。
B：うーん。ちょっと＿＿＿んじゃない？",派手な,派手,派手だ,派手に,A
660,6(1),48,N4-48,"A：あれ。ノートがない。
B：持ってくるのを＿＿＿＿んじゃないですか？",忘れる,忘れた,忘れ,忘れな,B
661,6(1),48,N4-48,"A:　そろそろお客様にデザートを出そうか。
B：まだちょっと＿＿＿んじゃない？",早,早く,早い,早かった,C
662,6(1),48,N4-48,"A：早く出かけた方が＿＿＿んじゃない？
B：１０時までに着けばいいんだから、まだ大丈夫だよ。",よい,よくない,よく,いい,D
663,6(1),49,N4-49,私は弟に服を_________.,汚された,汚した,汚れた,汚させた,A
664,6(1),49,N4-49,私は犬に手を__________。,噛みました,噛まれました,噛ませました,噛んでいます,B
665,6(1),49,N4-49,兄は泥棒に財布を__________。,取りました,取らせました,取られました,取ってありました,C
666,6(1),49,N4-49,私は子供の時、母にマンガの本を_________。,捨てました,捨てさせました,捨てておきました,捨てられました,D
667,6(1),49,N4-49,会社から帰ってくる途中、雨に__________。,降られました,降りました,降ってありました,降らされました,A
668,6(1),49,N4-49,会議の前に急ぎの仕事を__________、会議に遅刻してしまった。,頼んだ,頼んで,頼ませて,頼まれて,D
669,6(1),49,N4-49,私は犬に靴を＿＿＿＿ました。,持ってこられ,持っていき,持っていかれ,持たれ,C
670,6(1),49,N4-49,私は隣の人に足を＿＿＿＿ました。,ふまれ,ふき,ふませ,ふられ,A
671,6(1),49,N4-49,私は妻にメールを＿＿＿＿＿ました。,みて,みさせ,みられ,みられ,D
672,6(1),49,N4-49,子供にパソコンを＿＿＿＿困りました。,こわして,こわされて,こわさせて,こわれて,B
673,6(1),49,N4-49,昨日の晩、子供に＿＿＿寝られませんでした。,なかれて,ないて,なかせて,なかれ,A
674,6(1),49,N4-49,誕生日鈴木さんにピアノを＿＿＿。とても素敵な曲でした。,ひいてもらいました,ひかれました,ひかせました,ひいてありました,A
675,6(1),49,N4-49,ルームメイトに大きい音でテレビを＿＿＿、うるさくて勉強できなっかった。,見てもらって,見られて,見させて,見ておいて,B
676,6(1),49,N4-49,山田さんに北海道へ________。北海道は広くて綺麗なところでした。また行きたいです。,連れて行かれて,連れて行って,連れて行ってもらいました,連れて行かれました,C
677,6(1),49,N4-49,荷物が重くて大変だったので、友達に少し________。,持たれました,持たせました,持ってありました,持ってもらいました,D
678,6(1),49,N4-49,誰かに傘を________、困りました。,持って行かれて,持って行ってもらって,持って行かせて,持って行って,A
679,6(2),50,N4-50,"A:この資料、片付けてもいいですか。
B:まだ使いますから、________。",片付けておいてください,そのままにしておいてください,片付けてください,そのままにしてください,B
680,6(2),50,N4-50,"A:会議室のエアコン、消しましょうか。
B:１時から会議ですから、________。",消しておいてください,消さないでください,つけておいてください,つけてください,C
681,6(2),50,N4-50,ドアを少し________、子猫がいつでも部屋に入れます,開ければ,開けて,開けたなら,開けておけば,D
682,6(2),50,N4-50,"A：テーブルの上の飲み物、どうしますか。
B: あとで片付けますから、________ください。",出しておいて,しまっておいて,出して,しまって,A
683,6(2),50,N4-50,"A: 汚れたお皿はどうしますか。
B: 私が洗いますから________ください。",洗っておいて,置いておいて,洗わないで,置いて,B
684,6(2),50,N4-50,"A:窓、閉めましょうか。
B:掃除したあとで閉めますから、________ください。",閉めておいて,閉めないで,開けておいて,開けて,C
685,6(2),51,N4-51,空が暗くなってきた。雨が______そうです。,降る,降って,降った,降り,D
686,6(2),51,N4-51,あの子は今にも_______そうです。,泣き,泣く,泣いて,泣いた,A
